,旅店名稱,鄰近地區,旅客評分,旅客評鑑數目,旅店當天價格,lat,log
77,台中萬楓酒店,逢甲,8.3,733,3300,24.1820521,120.6362467
78,雲河概念旅館,南屯區,8.7,4293,2728,24.1593998,120.6343199
79,挪威森林漫活休閒旅館,東區,8.5,1641,2061,24.1428745,120.7114597
80,楓華沐月台灣大道行館,北區,8.6,2652,1541,24.1457368,120.6754213
81,挪威森林文創館,南區,9.1,160,2234,24.129955,120.6825926
82,極光情境旅館,北屯區,8.6,1319,1770,24.183955,120.6586824
83,城市漫遊行旅,北屯區,8.8,1583,1644,24.1530031,120.6874341
84,富信大飯店 台中店,中區,8.4,3510,1805,24.1391152,120.6798404
85,富盛商旅,西屯區,8.8,3813,1828,24.1689308,120.6485352
86,企業家大飯店,東區,8.1,9985,999,24.1344444,120.6872222
87,縵和旅居,中區,9.6,146,3013,24.1407019,120.6781162
88,豐原中科后豐會館,豐原區,8.2,1535,1621,24.256833,120.712213
89,音樂世界旅邸,霧峰區,8.2,2938,2053,24.058006,120.6988408
90,逢甲金瑞文旅,逢甲,8.6,3084,1515,24.1825288,120.6440742
91,富比世大飯店,北區,6.8,2149,599,24.159558,120.680817
92,大墩街旅店,中區,8.3,345,1328,24.1404892,120.6816104
93,富豪國際大飯店,北區,8.0,4746,1773,24.1520928,120.6788064
94,奇異果快捷旅店 - 站前一館,中區,8.0,9086,894,24.1380009,120.684173
95,兆品酒店 - 品臻樓,北屯區,7.9,4962,1377,24.1912651,120.6675949
96,悅河精品旅館,西屯區,8.2,2201,1550,24.1952446,120.6558006
97,芭蕾城市渡假旅店,南屯區,8.3,1185,3116,24.1444384,120.630983
98,逗點 INN,東區,9.0,3717,1380,24.1342661,120.6855096
99,葉綠宿站前館-川閱,中區,8.6,617,1932,24.1390869,120.683667
100,沐蘭精品旅館 - 台中館,西屯區,8.4,2586,3890,24.161403,120.635251
101,KUN Tour Hotel逢甲,逢甲,8.6,7746,1936,24.1836415,120.6457123
102,覓玥精品時尚旅館,太平區,8.5,2108,1633,24.1381702,120.7106966
103,高苑商務旅館中正店,北區,7.8,2444,999,24.1460853,120.6747395
104,逢甲伯達行旅,逢甲,7.9,6156,1809,24.1831817,120.6373028
105,想窩11餐旅館,沙鹿區,9.1,221,3331,24.2198683,120.5781507
106,浮雲客棧,逢甲,8.6,3896,1799,24.1836734,120.6478339
107,麗緹汽車旅館,北屯區,7.4,490,3002,24.1717058,120.6812401
108,台中愛戀旅店,北區,8.1,6096,764,24.1566872,120.6926
109,來來商旅,北區,9.1,5201,2078,24.1488067,120.6833152
110,桂之旅,西屯區,8.7,4111,1722,24.1698782,120.6489459
111,台中一中時尚商旅,北區,7.2,3380,1293,24.158813,120.691462
112,川賦商旅,豐原區,7.9,1384,1053,24.2527064,120.7240032
113,時空行旅,西區,8.4,1861,1168,24.155606,120.6594327
114,綠夜文旅,西區,8.8,2540,1374,24.1491581,120.6623345
115,Hotel Z 逢甲,逢甲,8.8,2048,1602,24.1829061,120.6433262
116,麻雀巢行旅,中區,8.6,3395,1221,24.1405129,120.679126
117,高苑商務旅館中山店,北區,7.9,2252,2298,24.1460853,120.6747395
118,黃埔75旅店,西區,8.6,4357,994,24.1491226,120.6747616
119,圖樂文旅,逢甲,8.6,6492,1750,24.1828994,120.6457883
120,台中逢甲米樂旅店,逢甲,8.7,4242,1400,24.184831,120.639682
121,紫禁城MOTEL主題會館,南屯區,8.4,1034,2208,24.1433578,120.6418763
122,小西城旅店,西區,8.4,3705,1091,24.1470696,120.6731928
123,逢甲隱和旅,逢甲,8.9,3273,1270,24.1752931,120.6442895
124,北海大飯店,北區,6.7,386,838,24.159602,120.675897
125,荷米旅居,中區,8.6,2550,1660,24.1440362,120.6763568
126,奇異果快捷旅店 - 站前二館,中區,8.4,12136,1037,24.1363121,120.6811626
127,台中世聯商旅,北屯區,8.3,1946,1817,24.1728878,120.6808675
128,Unique Hotel - 微笑73旅店,中區,8.6,6345,999,24.1421735,120.6827211
129,逢甲好眠,逢甲,8.9,1530,1298,24.1764352,120.650751
130,寄居蟹行旅,梧棲區,7.1,606,1553,24.2599856,120.539738
131,杜拜風情時尚旅館,大雅區,8.1,2198,2443,24.2193355,120.6522706
132,逢甲微行商旅,逢甲,8.9,1538,1974,24.1810242,120.6452017
133,OURSEA HOTEL,梧棲區,8.3,294,2078,24.1997743,120.6208016
134,涵館汽車旅館,南屯區,8.0,1961,1801,24.140117,120.640729
135,撲克商旅,西區,7.8,1557,3007,24.1369778,120.6806512
136,青樺宿,中區,8.9,999,775,24.1418686,120.6799234
137,水悅麗緻會館,大里區,8.1,519,1714,24.1134183,120.6747853
138,米卡沙旅店,東區,8.3,4757,1243,24.1361286,120.6856355
139,想想家,西屯區,9.1,566,765,24.2193355,120.6522706
140,愛萊時尚旅館,西區,7.7,1594,876,24.1408634,120.6667484
141,風華嚼旅,北區,8.9,2170,1818,24.1530362,120.6836497
142,挪威森林行旅3號館,東區,8.8,945,1293,24.1384093,120.6856456
143,臺中沐夏時尚精品旅館,西屯區,8.0,2510,2494,24.1634879,120.6367976
144,富帝大飯店,南區,6.3,310,1314,24.1342384,120.6562171
145,LIANN Hotel 黎安商旅,逢甲,8.1,2708,1617,24.173921,120.636752
146,安可旅店,中區,7.8,1376,1239,24.137278,120.6840284
147,台中旭日文旅,北區,7.9,2572,999,24.1513558,120.6781294
148,F HOTEL台中麗加園邸,西區,8.1,1393,2000,24.1506738,120.6663625
149,華利大旅社,中區,9.0,966,1227,24.1412849,120.685612
150,莿桐花文創微旅,中區,8.4,5340,1570,24.1392671,120.6823987
151,歐菲旅店,西區,6.6,10,1534,24.1634879,120.6367976
152,承攜行旅黎客逢甲館,逢甲,8.4,476,3551,24.1776889,120.6437517
153,木木行館,北屯區,8.6,56,2426,24.1817269,120.7103868
154,和樂商務旅館,西屯區,8.0,1895,1671,24.1678947,120.6374079
155,台中之星設計旅店,逢甲,8.2,1405,2133,24.1780012,120.6433587
156,蘭夏會館,南屯區,7.8,1123,1528,24.1485189,120.6453592
157,黑金文旅,中區,8.7,2841,1091,24.1412849,120.685612
158,明通行商旅,中區,8.4,136,1231,24.1402454,120.6794657
159,旅巷自在輕旅,中區,9.2,2435,1438,24.1383266,120.6859421
160,璽朵精品旅館,西屯區,8.2,418,2216,24.168543,120.6361431
161,羅馬假期汽車旅館,大里區,7.4,421,1117,24.1006357,120.6864644
162,新福商務飯店,北區,7.9,911,2256,24.168137,120.684937
163,喬苑大飯店,豐原區,7.5,843,1281,24.2497511,120.7316271
164,西悠飯店台中店,北區,7.6,1030,1604,24.1630077,120.6756959
165,潛立方旅館,西屯區,7.9,284,1364,24.1760706,120.6211046
166,雲平精品旅館,太平區,8.2,1337,1748,24.159302,120.7100108
167,璽朵精品汽車旅館,西屯區,7.9,129,2224,24.168543,120.6361431
168,逢甲K行旅,逢甲,9.1,1972,1714,24.1771995,120.6464502
169,福爾摩沙聯盟草悟道酒店,西區,7.1,1323,1747,24.1465595,120.6632846
170,皇星商旅中港館,逢甲,7.6,1383,1566,24.1686975,120.6402184
171,新盛橋行旅,中區,8.6,3409,1491,24.138094,120.68306
172,第五大道汽車旅館,西屯區,9.2,214,2147,24.1610192,120.6412059
173,叮噹旅舍,逢甲,8.6,1448,1829,24.1863674,120.6406909
174,樂活行館Motel,南屯區,8.6,402,1714,24.1405619,120.6332298
175,圖格旅,中區,8.5,1807,952,24.1450891,120.6778707
176,述夏汽車旅館,北屯區,8.3,928,2999,24.1819506,120.7193393
177,法堤商旅,北區,8.4,157,1126,24.1588745,120.6770248
178,塔木德酒店公園館,北區,7.8,1971,1097,24.1492817,120.6782185
179,歐遊國際連鎖精品旅館 - 台中館,南屯區,8.0,802,1455,24.134975,120.64692
180,麗心精品汽車旅館,北區,7.4,488,1783,24.1725351,120.6680727
181,春天國際旅館,南區,7.6,452,2040,24.1198011,120.6522387
182,奇異果快捷旅店 - 中正店,中區,7.6,3422,710,24.1435134,120.6781253
183,夏都精品汽車旅館,北區,8.1,1436,2089,24.165005,120.677712
184,春水漾精緻休閒旅館,神岡區,7.3,349,2061,24.2537859,120.7054829
185,背包41青年旅館 - 台中館,中區,8.3,2905,1481,24.1384861,120.6818057
186,竹林雅致商務汽車旅館,南屯區,8.2,608,1777,24.1454287,120.6419352
187,嵩夏汽車旅館,大里區,8.3,944,1714,24.1151292,120.6752927
188,閒雲小居會館,中區,8.1,278,891,24.1402233,120.6837116
189,海頓汽車旅館,北屯區,7.9,973,2211,24.1805771,120.6850825
190,小鹿斑比,北區,9.0,168,1592,24.1540398,120.6870849
191,麒麟峰溫泉會館,北屯區,6.7,204,2705,24.1877639,120.7435527
192,金采G11商旅,中區,8.0,894,1496,24.1393164,120.6836404
193,艾菲爾Motel文化旅店,梧棲區,8.4,486,2417,24.2594757,120.5273691
194,和風汽車旅館,南屯區,7.0,730,1777,24.1419185,120.6448241
195,62巷青年旅舍,龍井鄉,8.6,1272,779,24.1859339,120.5867083
196,金滿家大飯店,北區,7.4,974,997,24.1538648,120.6804434
197,日出逢甲,逢甲,8.3,1417,1629,24.1805771,120.6850825
198,達斯旅店,逢甲,8.3,3406,1456,24.1781935,120.6456163
199,台中商旅 八仙山莊,谷關,8.3,466,4555,24.1907293,121.0148013
200,安順商務旅館,北屯區,7.5,1146,1039,24.1756179,120.6784649
201,西悠飯店台中店,北區,7.8,401,1138,24.2594757,120.5273691
202,花沐蘭精品旅館,沙鹿區,8.4,523,2147,24.2424692,120.5723721
203,星河商旅,中區,7.4,1888,1273,24.1391597,120.6836458
204,東城年代旅舍,中區,8.2,671,1441,24.137767,120.683726
205,宇春商旅,北屯區,8.0,197,1525,24.1947425,120.6579173
206,玉坤田商務旅館,梧棲區,8.3,74,3010,24.2451166,120.5611744
207,瑞君商務旅館,東區,7.2,1380,1018,24.1353756,120.6854874
208,快樂腳旅棧,中區,8.7,2698,1432,24.1460484,120.6775006
209,翰詮大飯店,梧棲區,7.3,1312,2279,24.25951,120.5350278
210,和昕商旅,中區,7.7,2168,649,24.142241,120.684058
211,麗寶自助民宿,豐原區,8.0,762,1836,24.2552417,120.710587
212,那些日子,龍井鄉,8.5,208,799,24.1802873,120.5905887
213,時間軸食宿工坊,龍井鄉,9.2,809,3200,24.1883625,120.5958442
214,敦普文旅,西區,8.5,1076,1039,24.153531,120.660481
215,悅萊精品旅館,西屯區,7.9,1884,2618,24.165782,120.6404534
216,台中名帥大飯店- 國光台中館,中區,6.7,630,1252,24.142197,120.6830802
217,金沙精品汽車旅館,北區,7.0,925,1226,24.1504337,120.6785406
218,米閣商旅,北區,7.9,1523,1281,24.1470702,120.6755159
219,緣橋商務汽車旅館,南屯區,8.2,1068,1855,24.1486297,120.6414866
220,華登商務大飯店,北屯區,7.3,1399,1299,24.1741687,120.6774172
221,好瓦文旅,沙鹿區,8.8,38,3377,24.2213147,120.562649
222,心媞SPA休閒旅館,北區,8.3,492,1543,24.17152,120.667247
223,逢甲發現幸福,逢甲,7.2,897,684,24.1757916,120.6414348
224,火柴盒青年旅館,龍井鄉,8.0,449,779,24.1801466,120.5905168
225,高樓層豪景小宅,西區,8.8,608,1628,24.1901062,120.7026017
226,意文大飯店,中區,5.3,248,1645,24.1411568,120.6826804
227,梨山賓館,和平區,7.9,700,5154,24.254294,121.251584
228,曼特先生,中區,8.6,4106,1196,24.141262,120.6806337
229,夜眠逢甲,逢甲,8.6,480,848,24.1770096,120.6420844
230,一中記憶旅程,北區,8.2,1512,895,24.1527161,120.685959
231,彩虹山舍,新社區,8.9,492,2435,24.2568287,120.8087394
232,禾康商務旅館,北屯區,8.3,700,1325,24.178475,120.67043
233,真正好旅店,豐原區,7.7,654,1108,24.2541338,120.7179085
234,東海牛棚背包客棧,龍井鄉,8.5,644,952,24.1822846,120.5918092
235,睡 被 窩,西區,8.8,1135,945,24.1540101,120.6666805
236,金禧民宿,龍井鄉,8.5,203,1461,24.180621,120.590959
237,歐風商旅,西屯區,7.1,809,2759,24.1770096,120.6420844
238,艾思行旅,逢甲,9.3,151,1905,24.1527161,120.685959
239,戀愛逢甲精品旅店,逢甲,8.0,1002,1013,24.1829679,120.6470123
240,心戀逢甲,逢甲,7.4,563,914,24.1741686,120.6435433
241,逢甲居,逢甲,8.3,2644,887,24.1769644,120.6447656
242,楓采汽車旅館,豐原區,7.3,133,1563,24.2403244,120.7268545
243,一中街尋鹿客 活氧離子除病菌細菌 酒精消菌 實名制,北區,8.7,1068,1314,24.1541686,120.6871175
244,梅林親水岸,新社區,6.4,174,699,24.1529512,120.8104844
245,T11.T12賽車主題旅店,后里區,7.8,74,2882,24.1649322,120.6405715
246,逢甲Mr16,逢甲,7.5,19,1402,24.1527161,120.685959
247,心驛旅館,南屯區,7.1,641,1636,24.1509963,120.6409852
248,叄樓特色公寓,北區,8.0,206,848,24.1741686,120.6435433
249,逢甲輕旅宿,逢甲,8.2,590,751,24.1769644,120.6447656
250,蘭娜汽車旅館,南屯區,7.2,224,1714,24.1345919,120.6497419
251,踢‧生活背包客棧,龍井鄉,9.0,1158,1187,24.1799555,120.5895692
252,高鐵戀館,烏日區,7.3,306,1714,24.1044014,120.6299975
253,Dream 25,北區,8.2,1176,3896,24.3210069,120.6898205
254,風緻主題精品旅館,大里區,7.5,919,2102,24.1130556,120.6763889
255,米奇汽車旅館,南屯區,6.7,512,2262,24.1434885,120.6351542
256,風自然親子時尚旅宿,后里區,8.8,182,4745,24.3287508,120.7143578
257,my house,逢甲,9.1,66,693,24.1769644,120.6447656
258,優勝美地汽車旅館中華會館,北區,8.3,747,2580,24.1521963,120.6819278
259,框框背包客棧,龍井鄉,9.3,1008,1278,24.182539,120.590629
260,台中傳思文旅,南區,8.1,2360,902,24.129573,120.682239
261,DiJa,龍井鄉,8.5,54,876,24.1801216,120.5905024
262,逢甲樓上-長短期套房,逢甲,7.8,126,1114,24.1786418,120.6434658
263,驚奇青旅,逢甲,8.5,340,736,24.1770767,120.6459705
264,佳佳鴨小棧,逢甲,7.1,143,771,24.1795422,120.6461798
265,逢甲楨棧,逢甲,9.2,84,866,24.1769644,120.6447656
266,一中夏天,北區,8.7,373,1039,24.1532814,120.6864805
267,樂府大飯店,中區,6.7,1336,779,24.1363469,120.6826433
268,紫芋之宿,北區,7.1,58,771,24.1612209,120.6746737
269,有機書店文旅 - 東勢店,東勢區,9.0,32,1192,24.2511875,120.8302407
270,Brillant Home,逢甲,7.6,95,771,24.1786418,120.6434658
271,Brillant Home,逢甲,7.6,95,771,24.1786547,120.6467411
272,Beer Town,北區,4.8,16,850,24.1795422,120.6461798
273,荷村 Motel,梧棲區,7.5,297,1385,24.2425401,120.5505161
274,雀客旅館台中一中,北區,8.6,632,2315,24.1528367,120.6879513
275,君瑞精品旅店,東區,7.8,299,1946,24.1353756,120.6854874
276,逢甲樂居,逢甲,9.1,29,952,24.1612209,120.6746737
277,逢甲美學院,逢甲,8.3,471,1063,24.1757916,120.6414348
278,一中向日葵,北區,8.1,20,762,24.1786418,120.6434658
279,Tian xing,逢甲,5.2,16,767,24.2125474,120.6892657
280,怡達汽車旅館,東區,7.9,248,1714,24.140685,120.7015877
281,繽紛精品旅店,逢甲,7.9,696,1126,24.1829975,120.6470882
282,台中高鐵民宿,烏日區,8.3,419,1472,24.1152196,120.6031608
283,童之心樂園,豐原區,9.0,174,1339,24.256247,120.727345
284,鳥人創意旅店,北屯區,8.0,393,3325,24.1888751,120.6610094
285,亞特蘭大汽車旅館,沙鹿區,6.5,418,1541,24.2099991,120.5777318
286,皇凱賓館,中區,7.6,1005,866,24.1786419,120.6434657
287,Flower Tree,逢甲,6.3,14,776,24.1774889,120.6373162
288,陽光普照,北區,7.4,43,771,24.2037869,120.6079947
289,劦陶宛陶藝民宿,新社區,8.2,252,1818,24.19326,120.814449
290,逢甲星空宿,逢甲,5.9,82,1050,24.1152196,120.6031608
291,菘畫居,谷關,7.9,275,3286,24.165023,120.9513986
292,皇星商旅 上安館,逢甲,7.5,1227,1452,24.1686975,120.6402184
293,逢甲小窩,逢甲,8.9,97,866,24.175536,120.647931
294,台中威尼斯汽車旅館,逢甲,8.5,395,3586,24.172848,120.637592
295,first love home,逢甲,4.1,7,799,24.17621,120.643545
296,高美大有貨櫃民宿,清水區,7.9,226,1238,24.3095237,120.5501163
297,逢甲AS House,逢甲,8.7,421,857,24.1803554,120.6434523
298,lover hommee,逢甲,6.8,1,870,24.1773317,120.6446137
299,綠葉 home,逢甲,7.0,55,779,24.1776638,120.6446694
300,逢甲嘟嘟房,逢甲,8.9,494,952,24.1686975,120.6402184
301,逢甲菓子宿,西屯區,8.1,124,952,24.175536,120.647931
302,熊蓋讚,北區,9.3,21,1143,24.1388348,120.6719698
303,love journey,逢甲,6.5,4,1504,24.17621,120.643545
304,浪琴Motel文創旅館,西區,8.4,382,2898,24.1423065,120.6571143
305,北區公寓套房 - 20平方公尺1間專用衛浴,北區,4.4,10,631,24.1581182,120.683579
306,逢甲沐馨,逢甲,8.3,14,848,24.1773317,120.6446137
307,頂緻小趣窩,逢甲,8.0,45,857,24.1779271,120.6465957
308,希臘地中海旅館,逢甲,7.6,175,1039,24.1812366,120.6474452
309,托托海民宿,北區,9.1,87,1645,24.175536,120.647931
310,逢甲捕夢網,逢甲,7.6,863,987,24.176077,120.6430546
311,高美607驛站・民宿,清水區,no info,no info,1481,24.2674976,120.6170231
312,play in fengjia,逢甲,8.0,36,838,24.1423065,120.6571143
313,星光山悅景觀民宿,東勢區,7.6,1,1773,24.205228,120.8935423
314,逢甲 may House,逢甲,8.7,407,905,24.1768192,120.6454149
315,fengjia moonwalk,逢甲,8.1,62,775,24.1779271,120.6465957
316,17逢甲住宿,逢甲,7.9,38,1126,24.1812366,120.6474452
317,山沐斯達民宿,新社區,8.6,50,3117,24.233079,120.785422
318,中區的1臥室獨棟住宅 - 30平方公尺1間專用衛浴,中區,7.6,11,1999,24.1418686,120.6799234
319,逢甲繞起來,逢甲,7.7,24,850,24.1786547,120.6467411
320,台中之星 精品館,逢甲,7.9,38,3426,24.1799334,120.6432407
321,印象西湖汽車旅館,大里區,7.7,49,1714,24.081625,120.6926321
322,台中拓程商旅,逢甲,8.5,1433,4303,24.171696,120.644022
323,Greg,中區,no info,no info,785,24.1418686,120.6799234
324,一中采舍,北區,8.8,178,1333,24.1538306,120.6867931
325,雅典娜的盼望,逢甲,8.0,112,1571,31.1057555,72.1668637
326,微笑家民宿,太平區,9.1,21,1217,24.1261202,120.7383855
327,北區的1臥室公寓 - 7平方公尺1間專用衛浴,北區,7.3,12,1607,24.1581182,120.683579
328,逢甲Jumbo,逢甲,8.6,154,848,24.1785453,120.6462679
329,北區的1臥室公寓 - 15平方公尺1間專用衛浴,西屯區,9.8,2,1628,24.1581182,120.683579
330,來去逢甲住一晚,逢甲,8.2,28,853,24.171696,120.644022
331,北區公寓套房 - 20平方公尺1間專用衛浴,北區,7.6,2,867,24.1581182,120.683579
332,議蘆會館,霧峰區,8.6,501,1399,24.0545631,120.6989872
333,星夜逢甲,逢甲,8.1,29,853,24.0738828,120.6027215
334,逢甲不YA城,逢甲,7.9,23,876,24.1775128,120.647879
335,逢甲21團體王,逢甲,8.8,212,783,24.1767633,120.6457011
336,Smile在一中,北區,7.6,17,771,24.1488908,120.6865082
337,西屯區的2臥室公寓 - 25平方公尺1間專用衛浴,西屯區,8.8,5,1153,24.1581182,120.683579
338,昭月民宿,東勢區,8.8,225,2165,24.19507,120.8563344
339,大雅區的1臥室獨棟住宅 - 50平方公尺1間專用衛浴,大雅區,9.2,2,1999,24.2303415,120.6395727
340,一中街藻宿,北區,8.4,139,1143,24.1533282,120.6864813
341,享樂旅宿逢甲館,逢甲,8.4,69,857,24.1772269,120.6458197
342,久窩行旅一中館,北區,9.0,428,2973,24.1488407,120.6838979
343,逢甲趣窩,逢甲,8.4,52,844,24.1767633,120.6457011
344,大雅區的1臥室獨棟住宅 - 50平方公尺1間專用衛浴,大雅區,9.7,3,1999,24.2303415,120.6395727
345,北區的1臥室別墅 - 19平方公尺1間專用衛浴,北區,8.0,8,2000,24.1581182,120.683579
346,台中逢甲 Victoria,逢甲,8.7,57,1029,24.1779977,120.650751
347,Melo house,逢甲,9.9,15,952,24.2303415,120.6395727
348,北區的1臥室公寓 - 12平方公尺1間專用衛浴,北區,6.9,3,1212,24.1581182,120.683579
349,簡單旅,豐原區,7.7,9,2000,24.2234496,120.7254555
350,東區的2臥室公寓 - 45平方公尺2間專用衛浴,東區,6.7,8,4130,24.1488407,120.6838979
351,豐原區的3臥室公寓 - 15平方公尺3間專用衛浴,豐原區,9.9,3,3999,24.2502093,120.7352642
352,大里春天溫泉SPA旅館,大里區,8.2,307,2937,24.1122222,120.6761111
353,北區的1臥室公寓 - 15平方公尺1間專用衛浴,西屯區,no info,no info,1538,24.1581182,120.683579
354,逢甲的1臥室公寓 - 15平方公尺1間專用衛浴,逢甲,no info,no info,839,24.1786547,120.6467411
355,后里柚子民宿,后里區,9.6,44,4571,24.3163549,120.7058782
356,豐原區的2臥室公寓 - 15平方公尺2間專用衛浴,豐原區,9.1,6,2634,24.2502093,120.7352642
357,Romantic love,北區,7.9,313,1354,29.4651113,128.0760447
358,豐原區的3臥室公寓 - 14平方公尺3間專用衛浴,豐原區,8.5,6,2999,24.1372161,120.6976809
359,豐原區的1臥室公寓 - 6平方公尺1間專用衛浴,豐原區,8.4,1,2735,24.2502093,120.7352642
