,旅店名稱,鄰近地區,旅客評分,旅客評鑑數目,旅店當天價格,lat,log
85,英代大飯店,台南市,8.3,1842,1195,22.9979129,120.2059546
86,未艾公寓,台南市,8.9,629,2418,22.9939569,120.1968202
87,良文旅2館Ryou Hotel Vintage - II,台南市,8.8,159,1082,22.9870348,120.2094397
88,阿信旅店,台南市,9.5,39,1714,22.9901678,120.2050904
89,艾睏連鎖民宿-台南館,台南市,8.8,163,1441,22.9928307,120.1921387
90,星象商旅,台南市,8.1,1712,1216,22.9913965,120.1954842
91,歐悅國際連鎖精品旅館-新營館,新營區,8.2,2206,1697,23.3103981,120.2783804
92,湖美時尚汽車旅館,安平區,8.4,1524,2352,23.005,120.1861111
93,今回行旅,台南市,8.6,1278,1247,22.9938646,120.2082599
94,玩聚安平設計師民宿,安平區,8.5,515,1509,22.9996032,120.1689072
95,青森精品商旅,歸仁區,7.9,1384,2435,22.970381,120.2728307
96,米堤Motel 台南館,安平區,6.7,248,749,22.9973111,120.177299
97,沐府海旅,安平區,7.6,1114,2730,22.993899,120.1598884
98,均英商務飯店,台南市,7.0,2208,692,23.0181464,120.1938597
99,靈魂沙龍,台南市,9.0,441,2104,22.9957525,120.2013353
100,美夢‧府城民宿,安平區,9.3,618,999,22.9948143,120.1827956
101,慾望城市汽車旅館,台南市,7.5,423,3103,23.015663,120.2067024
102,FUNDI 民宿,台南市,7.9,853,999,22.9988087,120.2068358
103,宿簷,安平區,8.7,171,1287,22.9989252,120.1628821
104,荷蘭村汽車旅館 - 安平館,安平區,8.4,552,1446,22.9843451,120.174475
105,安平有間旅店,安平區,9.4,89,854,22.9997935,120.1621348
106,英倫花園民宿,安平區,8.5,433,2251,22.9946479,120.1742213
107,小島民宿,台南市,8.5,546,935,22.9957525,120.2013352
108,時驛精品旅館,安平區,9.4,210,2770,22.9967676,120.1821459
109,龍旅商旅,台南市,7.8,33,960,22.9935422,120.1931587
110,劍橋大飯店永康,永康區,8.1,1478,1299,23.0412462,120.2423344
111,文南哥爸妻夫飯店,台南市,7.3,510,2351,22.985756,120.1897356
112,樹說設計民宿,安平區,9.2,437,2520,22.9963906,120.151594
113,艸祭Book inn,台南市,9.5,2414,1472,22.98955,120.204833
114,新大南科大飯店,新市區,7.2,354,2493,23.0797236,120.294908
115,府城商旅,台南市,7.6,564,1368,22.9775523,120.2217633
116,凝徑民宿,台南市,9.4,177,2489,22.9892832,120.1977396
117,有點.宅,安平區,9.0,230,1762,22.9854358,120.1819428
118,FunNan Guesthouse,台南市,9.5,166,2024,22.9981717,120.1969038
119,新東亞旅埕 - 台南百年老屋民宿,台南市,9.3,233,1455,22.9988738,120.2068104
120,Baker Street英倫風旅宿,台南市,8.2,114,1580,22.9946479,120.1742213
121,烏山頭湖境渡假會館,官田區,7.3,184,3199,23.2101765,120.3696667
122,青舍商旅,台南市,8.3,400,1369,22.9965176,120.1963855
123,台南市的1臥室公寓 - 21平方公尺1間專用衛浴,台南市,8.7,33,833,22.9691957,120.1895825
124,久田豆旅宿,台南市,9.1,989,1745,22.9799871,120.1902795
125,台南艾酣眠,台南市,8.0,130,1287,22.9959363,120.2113257
126,台南市的1臥室公寓 - 20平方公尺1間專用衛浴,台南市,9.4,19,999,22.9981717,120.1969038
127,東豐棧一館,台南市,7.8,24,1325,23.0025933,120.2256774
128,成功古巷,台南市,9.1,128,1732,22.9989415,120.2058297
129,町屋日木,台南市,8.0,85,2119,22.988546,120.209189
130,六月,台南市,9.1,31,1122,22.9965176,120.1963855
131,東寧文旅,台南市,8.2,1777,822,22.9949881,120.1969855
132,九月,台南市,8.9,14,939,22.9799871,120.1902795
133,京華商務汽車旅館,台南市,8.7,164,1714,23.0148333,120.1979812
134,郡象商旅,台南市,8.7,2262,1472,22.9913493,120.1949553
135,天步公寓,台南市,9.1,32,1308,22.9884681,120.1930091
136,來了 Laile,台南市,9.0,812,2303,22.9977243,120.2011482
137,鼎立安商務旅館,台南市,8.0,495,1286,22.9985624,120.2351126
138,御宿Motel 台南館,安平區,7.7,112,1290,22.9996962,120.1866457
139,樂宿保安 No.1,台南市,9.1,1476,1420,22.9898934,120.1936448
140,歐薇汽車旅館,安平區,7.8,164,2682,22.989847,120.166759
141,Local樂客背包旅棧,台南市,9.2,45,1558,22.998213,120.1968
142,思慕嶼,安平區,9.3,351,2814,22.994436,120.152405
143,台南市的1臥室公寓 - 13平方公尺1間專用衛浴,台南市,9.3,13,841,22.9884681,120.1930091
144,一品沅商旅,台南市,6.9,978,779,22.9911358,120.1928093
145,吉村大飯店,永康區,5.6,11,1550,23.0174941,120.2390524
146,333巷日宿,台南市,9.0,455,865,22.9781157,120.1972892
147,台南嘉園旅店 Jia Inn,台南市,9.0,359,1643,22.9898934,120.1936448
148,華都商旅,台南市,7.8,760,1316,22.989847,120.166759
149,驛家旅店,台南市,8.1,1625,1108,23.0000415,120.199734
150,新紅葉溫泉山莊,白河區,8.9,555,3113,23.332711,120.503989
151,188 Station 訂房後需主動聯繫 並記得收信轉帳,台南市,9.1,719,3810,23.1506238,120.342018
152,緣憩背包客棧,台南市,8.8,1287,1212,22.9922846,120.201424
153,M宿花園汽車旅館,安南區,7.8,565,1281,23.041305,120.1427616
154,大福好,台南市,8.6,496,939,23.0045634,120.2284029
155,安平十三宿,安平區,9.4,367,1722,22.9955423,120.182535
156,TT Guesthouse旅人時光民宿,台南市,9.3,496,852,22.9899567,120.2088518
157,三道門建築文創旅店,台南市,8.7,1444,2424,22.9976256,120.2083916
158,一緒二咖啡民居,台南市,9.1,149,2088,22.995919,120.195575
159,台南海安藝術公寓民宿,台南市,8.5,1810,1431,23.0001353,120.1988217
160,富御館礦質溫泉,白河區,8.4,25,3796,23.3392464,120.5053686
161,Yes Yes I Am Willing,台南市,9.3,868,1196,22.9982346,120.2011598
162,8又二分之一 藝術旅店,台南市,8.8,199,3290,22.9726315,120.2142699
163,樹舍,安平區,8.7,385,2519,22.9955423,120.182535
164,沐雲頂國際商旅旅館,台南市,8.2,568,2457,22.971567,120.2148317
165,遠悅飯店台南新美二館,台南市,7.1,609,1068,22.994747,120.200082
166,艾睏設計行旅台南館-窄巷子民宿,台南市,8.3,101,1892,23.0001303,120.1988689
167,台南安平莉莉安民宿,安平區,8.9,66,1558,22.9956078,120.1513043
168,Mula Hostel,台南市,8.7,222,2104,22.9977854,120.2121754
169,哥爸妻夫商務飯店 - 林森館,台南市,6.9,462,1075,22.98152,120.215057
170,光華大飯店,台南市,6.8,394,1749,22.9956169,120.2117153
171,宿影,台南市,8.3,156,1039,22.994872,120.204611
172,小西門會館,台南市,8.7,249,2143,22.9914158,120.198452
173,被愛花園,台南市,8.5,163,2085,22.987121,120.219982
174,神榕一四七,台南市,9.4,282,1818,22.9981541,120.1950676
175,寓見南台假日公寓,永康區,9.0,356,1788,23.0261132,120.2259912
176,白毛獵人露營農場,安南區,8.9,801,1558,23.0694504,120.1343648
177,關仔嶺‧楓丹白露溫泉休閒會館,白河區,7.7,313,2545,23.3365103,120.50116
178,薇寓一館,台南市,9.0,338,1052,22.9976353,120.1956083
179,儷泉溫泉館,白河區,8.6,1223,2597,23.3357605,120.5036147
180,永華春休閒商務旅館,台南市,7.3,465,1706,22.9802702,120.2446963
181,白墅,台南市,9.2,132,2087,22.987121,120.219982
182,安平肯辛頓旅店,安平區,9.0,678,1455,22.9972543,120.1778541
183,藝術進駐,台南市,8.4,165,1281,22.9939268,120.199595
184,悅 Ya B&B,台南市,9.5,32,1288,23.0694504,120.1343648
185,GOIN Old House & Bar,台南市,9.6,483,3359,22.9969441,120.1965466
186,二月遊人落腳所,台南市,9.0,15,1048,22.9997661,120.194995
187,台南市的1臥室公寓 - 33平方公尺1間專用衛浴,台南市,9.3,13,1231,22.9761884,120.1950334
188,南惰 • House Nandoor,台南市,9.0,28,669,22.98768,120.210927
189,慕特公寓,台南市,8.3,634,1312,22.9931351,120.2043022
190,H& tainan weshare hotel,台南市,8.8,958,1453,22.9972543,120.1778541
191,佳里區雅房3樓A間附陽台,佳里區,9.4,22,1387,23.164797,120.1803552
192,日光城堡,台南市,8.3,354,1283,22.9931081,120.1821917
193,安餉家,安平區,9.2,11,1126,22.9969441,120.1965466
194,台南日常民宿,台南市,9.6,428,1714,22.9913123,120.2034235
195,Inner Place 隱人生活 - 3F Double Room,台南市,9.5,59,1999,22.9920811,120.197675
196,散步 Strolling,台南市,9.3,46,1696,22.9903232,120.1999555
197,益家客棧,安平區,8.8,289,1541,23.005605,120.182791
198,伍家,台南市,9.2,455,4913,22.9960356,120.2037262
199,為楓渡假別館,台南市,8.4,487,1714,22.9338264,120.1793852
200,貳樓居,善化區,9.0,381,1299,23.1361982,120.2828055
201,Inner Place 隱人生活 - 2F Double Room,台南市,9.6,46,1999,22.9920811,120.197675
202,小步洋樓民宿,台南市,8.0,258,2424,22.9893185,120.2065422
203,築。窩,台南市,8.6,269,1314,22.9900116,120.2143278
204,Tainan Daniel Motel,新營區,7.8,62,1990,23.3068514,120.3019891
205,小拾光Little Shin Kuang,安平區,8.4,37,935,22.9940125,120.1696085
206,日升大飯店,台南市,7.6,575,1123,22.992084,120.194171
207,百威汽車旅館,仁德區,7.3,386,1640,22.9610527,120.2273778
208,In.T,台南市,9.4,363,1385,22.998379,120.209536
209,安康居,台南市,9.4,63,2975,22.9894871,120.2081669
210,瑪琪雅朵民宿,安平區,9.7,126,1461,22.9997344,120.168558
211,Leo Ho 背包旅宿,台南市,7.7,581,1214,22.9944161,120.1990596
212,風鈴木民宿,台南市,8.5,370,1157,23.0038639,120.2181285
213,築夢幸福民宿,台南市,8.4,150,1831,22.98096,120.1868223
214,欣悅商務旅館,台南市,8.0,1323,823,23.0020152,120.203177
215,初生活民宿,安南區,8.9,106,1597,23.026836,120.194739
216,愛丁堡汽車旅館,安平區,8.1,57,1368,22.9918089,120.1793818
217,凱渥汽車旅館,台南市,8.0,456,1541,22.9900548,120.2429133
218,迷路·圓環,台南市,9.4,561,1628,22.9916006,120.2059627
219,湧福驛站 老屋新力民宿,台南市,9.1,1048,1651,22.9991871,120.194006
220,潮日租,台南市,8.2,390,1108,22.997775,120.195813
221,初日,台南市,8.9,4,1336,22.967627,120.221711
222,ioio台南家庭旅館,台南市,8.8,8,1804,22.9953666,120.197869
223,波麗露 Bolero,台南市,9.2,512,1371,25.0568911,121.5121123
224,RE+ Wood民宿,安平區,8.4,165,1377,22.9989499,120.1748122
225,天井 • 樹,台南市,9.2,495,2771,22.9936364,120.1971107
226,台南市的1臥室公寓 - 27平方公尺1間專用衛浴,台南市,8.2,7,1153,22.9916006,120.2059627
227,怠宿 SLOW,台南市,9.2,872,1290,22.9940771,120.1968791
228,My Second Floor Homestay-8-12人可包棟詢問-台南市民宿字155號,台南市,8.8,281,1022,23.0011982,120.2043257
229,亞伯大飯店,台南市,7.8,874,935,22.9675891,120.2160654
230,一緒二咖啡民居,台南市,9.6,13,2121,22.995919,120.195575
231,唯慢空間生活館,台南市,8.9,562,1261,22.9938291,120.2072238
232,66南,台南市,8.6,373,1081,22.9989499,120.1748122
233,揪是伍參民宿,台南市,8.7,1008,3635,22.9936364,120.1971107
234,夢境湖美,安平區,9.1,634,1461,23.0033809,120.1812936
235,長谷の湯,台南市,8.0,394,1058,22.9952773,120.1952967
236,小日子文創旅店,台南市,8.9,167,1039,22.9886701,120.1916034
237,國妃鷹堡時尚會館 - 仁德館,仁德區,6.8,55,2554,22.9687609,120.2578142
238,想見公寓,台南市,8.5,21,1164,22.995919,120.195575
239,小橋好宅,台南市,8.4,515,1614,22.9938291,120.2072238
240,鬍子趣旅,台南市,9.1,760,1586,22.9989499,120.1748122
241,澄居行旅,台南市,9.7,172,1628,22.994761,120.201361
242,SJBnB 日租套房,仁德區,8.8,14,1886,23.0033809,120.1812936
243,安平光影,安平區,9.1,165,2791,22.9990907,120.1715543
244,河樂悠遊,台南市,8.7,20,1626,22.9944796,120.193335
245,歐嬉客棧,台南市,8.9,800,1304,22.9986676,120.2016545
246,窩好宅,台南市,8.4,536,2587,23.001053,120.195271
247,隨寓而安民宿,台南市,9.1,159,1635,22.988632,120.1933022
248,台南市的5臥室獨棟住宅 - 25平方公尺5間專用衛浴,台南市,10.0,1,2400,23.1506238,120.3420181
249,激情密碼藝術商旅,善化區,8.0,350,1887,23.1267876,120.3205563
250,想起旅宿生活工作室,台南市,9.4,398,2810,22.9962614,120.1995107
251,哇哈哈食樂宅,安平區,9.1,6,1039,23.002478,120.1602039
252,中西。居,台南市,8.9,344,1299,22.9887727,120.1928977
253,荷峰汽車旅館,台南市,7.1,291,2604,23.0192487,120.2035107
254,青雅泥漿溫泉精品會館,白河區,7.4,247,4286,23.3394619,120.5047839
255,萊加,台南市,9.0,9,1885,23.009399,120.2054094
256,台南康家,台南市,9.3,1518,1328,23.1506238,120.3420181
257,台南市的1臥室公寓 - 38平方公尺1間專用衛浴,台南市,8.5,10,3301,23.1267876,120.3205563
258,格林薇依,台南市,9.3,367,857,22.9920544,120.200873
259,黑帝斯別墅,台南市,7.0,22,866,22.9882015,120.2305997
260,台南套房2,台南市,6.3,35,1583,22.9887727,120.1928977
261,莫非輕旅,安平區,8.5,245,1477,23.0000024,120.1721175
262,唯識禪居,台南市,9.2,14,1202,23.169404,120.2771735
263,虎爺渡假村,白河區,8.1,75,1800,23.3504412,120.4612477
264,台南樹夏民宿,台南市,9.6,214,1732,22.9980701,120.1949486
265,希臘 小城堡,台南市,8.5,356,1063,23.0071087,120.2068809
266,麗湯溫泉渡假山莊,白河區,7.7,386,2424,23.3387499,120.5055068
267,台糖尖山埤江南渡假村,東山區,8.2,142,3463,23.2642127,120.3941046
268,傑克堡,台南市,8.7,737,1780,23.00883,120.203846
269,遇知安平,安平區,9.1,590,2950,22.9875906,120.1607543
270,太古Home,台南市,8.4,92,4190,22.998724,120.1966535
271,築樂窩,台南市,8.9,363,1935,22.9919228,120.1964184
272,蛋行道旅宿 - 201天蠍座星座套房,台南市,9.1,11,2741,22.9870431,120.2222569
273,楓の湯,台南市,8.1,402,1119,22.9919483,120.2279248
274,台南星漫民宿,台南市,9.0,28,962,23.3387499,120.5055068
275,花落諾民宿,安平區,9.3,194,1605,22.9999941,120.1674185
276,醒覺旅人 古調文旅,台南市,9.0,176,1195,22.9937002,120.2007435
277,千柏旅居,台南市,8.7,313,1419,23.003017,120.189369
278,Cozy Homestay,台南市,9.9,3,1299,22.9927496,120.2084903
279,正興街商務套房,台南市,8.3,2,2190,22.9919228,120.1964184
280,南法小步舞曲,安平區,9.2,104,1169,23.0062523,120.1834976
281,富士都商務汽車會館,仁德區,8.6,718,1455,22.972732,120.2438862
282,友愛You I98層戶大坪數套房,台南市,8.6,620,3013,23.098973,120.3262183
283,台南哈妮小屋,台南市,9.0,419,1108,22.9993626,120.211942
284,三木森sleep Inn 站前館,台南市,10.0,1,2952,22.9893199,120.2107345
285,Owl Inn窩喔！,台南市,8.5,408,1603,22.9898011,120.2071784
286,琪琪小棧,安平區,8.6,319,779,22.991128,120.1723649
287,虎山哩賀 Hello-Hu Shan,仁德區,8.9,185,1070,22.955132,120.237741
288,真柏之家,安平區,9.5,245,1886,22.9994755,120.1725677
289,吳居吾宿,台南市,9.9,3,1129,22.9983324,120.1985893
290,國妃鷹堡時尚會館,台南市,7.9,678,2244,22.9942137,120.200996
291,台南市的1臥室公寓 - 30平方公尺1間專用衛浴,台南市,9.4,12,1248,22.9993626,120.211942
292,沐森旅宿-林森路二段32號民宿沒有電梯,台南市,8.9,272,3741,22.9862999,120.222982
293,My Way House 好巷一弄民宿,台南市,9.3,250,2230,22.9941261,120.196956
294,花園夜市易民宿,台南市,8.6,85,1203,23.013911,120.2033709
295,Chu Han C&C B&B Homestay,麻豆區,8.7,10,1043,23.1924029,120.2560297
296,慢步南國故事宿,台南市,9.1,45,2206,22.9944608,120.2148462
297,老古石渡（老宅 | 歷史 | 府城生活）,台南市,8.9,197,3333,23.0007966,120.1945651
298,溫莎堡汽車旅館-仁德館,仁德區,8.4,568,1801,22.974961,120.244162
299,仁德區的1臥室獨棟住宅 - 18平方公尺1間專用衛浴,台南市,no info,no info,981,22.945252,120.2336203
300,非常窩民宿,台南市,9.4,132,2035,22.994786,120.1961843
301,WOODS near train station and Confucius temple,台南市,8.5,15,1313,22.9941261,120.196956
302,嘉旅館,台南市,8.1,5,3023,23.1085591,120.2187029
303,安平漫漫,安平區,8.6,36,1157,22.9949089,120.1682023
304,蒙娜麗莎商務旅館,台南市,8.3,16,1281,23.0040933,120.2002129
305,KSF民宿,台南市,9.1,679,952,22.9907588,120.2112359
306,好趣旅店,台南市,9.4,329,1558,22.9950691,120.194496
307,OAOA 安平小宿,安平區,9.3,33,1163,23.0005375,120.1648478
308,吾宅親子溜滑梯民宿,安平區,9.7,5,2987,22.994786,120.1961843
309,台南市獨棟住宅套房 - 38平方公尺1間專用衛浴,台南市,9.4,6,4999,23.1506238,120.342018
310,台南民宿 愉品居,台南市,9.5,6,2165,22.9908528,120.2075492
311,have fun ! 花園夜宿,台南市,9.0,54,1679,23.0104038,120.202837
312,靜樂旅社,白河區,8.2,249,2349,23.338963,120.5050431
313,千鶴泥漿溫泉會館,白河區,6.8,149,2000,23.3393526,120.5051771
314,漚汪水岸,將軍區,9.6,2,1991,23.1979479,120.152709
315,沐沐旅宿,安平區,8.9,136,1905,22.9987117,120.1736475
316,言本 Yanben,台南市,8.1,49,2127,22.9975037,120.1967621
317,Jami Homestay 訂房後需主動聯繫 並記得收信轉帳,台南市,8.7,360,1304,23.1506238,120.342018
318,亞特旅館,台南市,8.6,570,1309,22.9738849,120.2190854
319,台南市的1臥室獨棟住宅 - 30平方公尺1間專用衛浴,台南市,8.9,9,1584,23.0104038,120.202837
320,晨曦山莊,左鎮區,8.0,66,2000,23.068123,120.375667
321,歐堡商務汽車旅館,新營區,7.0,643,1368,23.319046,120.330191
322,蝸居,台南市,8.5,473,1018,22.9957519,120.2047819
323,台南市的1臥室公寓 - 17平方公尺1間專用衛浴,台南市,8.2,27,999,23.1506238,120.3420181
324,悠爾庭園民宿,白河區,9.1,119,1558,23.376263,120.448492
325,彩虹島民宿,台南市,8.2,651,1498,22.996998,120.1900689
326,PartyPort-Bei,台南市,10.0,1,820,22.9738849,120.2190854
327,黄风铃民宿,歸仁區,8.3,13,2749,22.9529342,120.2995387
328,長奕雅築,白河區,7.3,352,848,23.3677153,120.4015055
329,夢想家設計民宿,台南市,8.4,1051,2537,22.99627,120.2073874
330,有禮公寓,台南市,8.4,105,1590,22.9957519,120.2047819
331,客梢,安平區,9.1,380,1043,22.9952169,120.1821437
332,台南W旅棧,永康區,8.5,283,1314,23.00416,120.237857
333,蝸聚寵物親子民宿,台南市,8.8,187,3475,22.9935465,120.2003998
334,納多利汽車旅館,台南市,8.2,1359,1541,22.9740816,120.2276811
335,豆豆家,台南市,8.5,268,1247,22.9988443,120.1955908
336,臺南古跡街藝術民宿-熊貓房,台南市,8.0,2,2646,23.3677153,120.4015055
337,台南市的1臥室公寓 - 30平方公尺1間專用衛浴,台南市,8.8,31,1369,22.99627,120.2073874
338,路加27民宿,台南市,9.0,410,1330,22.9870126,120.2103523
339,救國團曾文青年活動中心,楠西區,8.4,15,1714,23.217723,120.496459
340,陳倉客棧,台南市,9.1,273,1516,22.9977226,120.197998
341,小南海藍花瑩庭園咖啡民宿,後壁區,8.7,57,1714,23.3844502,120.391168
342,房小屋 （台灣台南）,安平區,8.9,171,1195,22.9996096,120.1667747
343,安逸居,永康區,8.6,453,818,23.022767,120.2508402
344,31 夢想地,台南市,7.9,100,1108,22.9953454,120.1938782
345,村料理,台南市,9.2,181,1661,22.9972221,120.2055918
346,品木行旅  Woods Decor,安平區,8.8,145,1022,22.9870126,120.2103523
347,洗心館溫泉水舍,白河區,7.9,325,1732,23.3390907,120.5057376
348,臺南古跡街藝術民宿-紅色房,台南市,no info,no info,3429,22.9977226,120.197998
349,Simple Walk 包棟小公寓,台南市,9.9,4,2857,22.9958374,120.2050826
350,巷弄X台南,台南市,9.3,327,2478,22.9893111,120.1991712
351,台南市的2臥室公寓 - 170平方公尺2間專用衛浴,台南市,9.2,7,2768,23.1506238,120.342018
352,台南紅瓦厝,歸仁區,8.5,218,1403,22.9651789,120.2964168
353,漫半拍民宿,台南市,9.5,371,1456,22.9972221,120.2055918
354,有約歐風,安平區,9.2,129,3030,22.9870126,120.2103523
355,森林鹿紅茶民宿,台南市,9.7,559,1722,22.9967847,120.1943989
356,台南享樂慢活之輕旅行會館,台南市,8.3,289,1725,22.9979563,120.1997886
357,台南小搗蛋親子民宿,台南市,8.7,85,1900,23.0206007,120.2007776
358,安平區的2臥室小屋 - 54平方公尺1間專用衛浴,安平區,8.4,1,3237,22.9841819,120.1635388
359,微光藝宿,台南市,9.6,1,2743,22.989511,120.1920719
360,田園別莊,善化區,7.7,28,1641,23.1184611,120.2944974
361,台南市的4臥室獨棟住宅 - 139平方公尺4間專用衛浴,台南市,no info,no info,3233,23.1506238,120.3420181
362,宏盛鑫商務飯店,台南市,8.1,24,1555,22.9771455,120.2206369
363,采暈,台南市,8.2,319,2224,22.9958705,120.2031142
364,夏閣汽車旅館,台南市,8.3,1499,1628,23.0137823,120.2036795
365,幸福滿屋,台南市,9.2,2,2355,22.9992271,120.1953538
366,17樂趣,台南市,9.8,11,3290,22.9857255,120.2023059
367,簡單純,安平區,9.4,204,1792,22.9985838,120.1730001
368,樂宅1960,台南市,9.7,35,2424,22.9871924,120.1953225
